Feature	DE41NGSUKBR126214	DE68NGSUKBR126213	DE14NGSUKBR126215	DE03NGSUKBR126219	DE57NGSUKBR126217	DE95NGSUKBR126212	DE73NGSUKBR126220	DE84NGSUKBR126216	DE71NGSUKBR117720	DE87NGSUKBR117723
Gm3776	0.00150394	0.0001	0.112528	0.0001	0.134684	0.0001	0.0001	0.0001	8.59	0.960831
Gm37760	1.85081	0.0001	1.10736	2.37225	3.84004	1.47083	3.4224	1.88098	3.90025	3.96193
Gm37764	0.504839	0.0001	0.110692	0.107925	0.261934	0.176501	0.277584	0.48397	0.0001	0.0001
Gm37766	0.0001	0.0001	1.8593	1.18617	0.785602	2.82251	0.0001	0.121067	1.95018	3.75876
Gm37767	0.0001	0.0001	0.0001	0.4314	0.0001	0.970305	0.0001	0.0001	0.0001	0.0001
Gm37770	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.242035	1.17015	0.0001
Gm37773	0.0001	0.0001	0.546922	0.0001	0.0001	0.793904	0.0001	0.0001	0.0001	0.0001
Gm37776	4.03801	0.0001	0.0001	0.323575	0.261934	0.970305	0.0001	1.33074	0.0001	0.711198
Gm37777	1.68256	0.0001	0.218829	0.0001	0.611046	1.23491	0.277584	0.725905	0.0001	0.406442
Gm37779	4.45863	0.0994423	1.42184	0.64705	1.04744	0.441102	0.0925946	2.05655	0.0781031	0.406442
Gm37780	12.2821	0.0001	0.875015	2.37225	3.84033	13.9358	1.94249	0.96784	4.60228	5.48571
Gm37781	0.0001	9.43762	1.42184	1.83312	3.5785	11.4662	0.0001	3.02429	0.858134	3.25083
Gm37783	0.0001	0.0001	0.0001	0.107925	0.523768	0.352902	0.0001	0.242035	2.65221	3.65717
Gm37786	0.0001	0.0001	0.437558	0.21575	1.22199	0.0883005	0.0001	0.725905	0.0001	0.203271
Gm37787	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.312112	1.72705
Gm37788	1.00958	0.0001	0.765651	0.8627	5.32406	8.46734	0.185089	1.81461	4.21227	1.93022
Gm37790	0.0001	0.0001	0.109464	0.21575	0.611046	0.882105	0.0001	0.363002	0.624125	0.508027
Gm37792	2.86029	0.0001	1.09374	0.323575	3.92761	4.58652	7.21468	2.17751	1.01414	6.80632
Gm37795	0.0842232	5.36459	0.218829	0.107925	0.087378	0.717158	0.0001	0.96784	0.0001	0.0001
Gm37802	0.0001	0.0001	0.0001	0.21575	0.0001	1.49951	2.68244	0.0001	0.1572	1.32071
Gm37804	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.936137	0.0001
Gm37814	0.0001	0.0001	0.218829	0.0001	0.0001	0.176501	0.0001	0.0001	1.32615	0.0001
Gm37818	0.0001	0.0001	2.42292	2.80498	0.90964	4.16055	0.0001	0.242035	5.98733	12.3061
Gm37820	0.0001	0.0001	0.109464	1.07835	0.0001	0.617503	0.0001	0.0001	0.0001	0.0001
Gm37824	0.0001	0.0001	0.328193	1.18617	1.39655	1.32311	0.0001	0.96784	0.702128	0.0001
Gm37829	0.0001	0.0001	0.486416	0.4314	0.253831	0.653776	0.0001	0.317172	0.0001	0.0001
Gm37834	0.0001	0.0001	1.8593	0.4314	3.05483	2.82251	0.0001	1.20977	1.40416	0.508027
Gm37846	0.0001	0.0001	0.437558	0.8627	0.0001	0.0883005	0.0001	0.0001	0.702128	0.101685
Gm37847	0.0001	0.198785	0.0001	0.0001	0.0001	0.0883005	0.647562	0.0001	0.0001	0.0001
Gm37848	0.0001	0.298127	0.0001	0.754875	0.349212	3.88092	0.0001	0.846872	3.19823	2.84449
Gm37849	0.0001	0.0001	0.0001	0.0001	0.174656	0.0883005	0.0001	0.0001	1.17015	0.711198
Gm37850	6.64583	9.23894	8.96798	5.28352	8.46607	5.73313	16.4641	12.2178	3.27623	3.75876
Gm37855	0.0001	0.0001	0.0001	0.0001	0.698324	0.264701	0.0001	0.0001	1.17015	1.82864
Gm37860	0.0001	0.0001	0.0001	0.8627	1.74566	2.64611	0.0001	1.33074	1.40416	0.812783
Gm37861	3.6174	0.0001	0.109464	0.323575	0.349212	1.94051	0.0001	0.242035	4.83629	1.01595
Gm37862	0.0001	0.0001	1.09374	0.0001	1.83294	2.38151	0.0001	1.93558	4.29027	3.75876
Gm37864	0.0001	0.0001	0.328193	0.21575	0.174656	0.176501	0.0001	0.0001	0.858134	2.13339
Gm37866	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.09214	0.711198
Gm37868	0.0001	0.0001	0.656287	0.4314	0.174656	0.441102	0.0001	0.725905	1.32615	1.11754
Gm37873	2.94441	0.0001	0.0001	0.754875	0.261934	0.352902	0.0001	0.121067	0.390115	1.21912
Gm37876	0.0001	0.0001	3.0623	0.754875	0.349212	0.441102	0.0001	0.604937	0.0001	0.101685
Gm37879	0.0001	7.25209	0.109464	1.18617	1.30927	0.264701	3.23741	0.0001	1.32615	0.406442
Gm3788	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.234109	0.812783
Gm37880	0.0001	0.0001	0.109464	0.754875	0.785602	0.705704	0.0001	0.363002	0.858134	1.62547
Gm37884	0.0001	0.0001	0.0001	1.294	0.261934	0.529303	0.0001	0.0001	0.468119	0.0001
Gm37887	0.0001	0.0001	0.0001	0.0001	0.0001	0.705704	0.0001	0.0001	0.0001	0.304856
Gm37890	2.27143	0.0001	0.0001	0.0001	0.0001	0.264701	0.0001	0.0001	0.0001	0.0001
Gm37891	0.757209	1.49024	0.0001	0.107925	1.13471	1.49951	0.0001	0.0001	3.66625	9.95547
Gm37893	0.0001	0.0001	1.42184	0.8627	0.523768	0.0883005	0.0001	0.48397	6.16234	2.64132
Gm37894	12.5345	0.0001	2.62485	1.7253	1.92022	3.88092	4.90231	2.29848	4.13426	4.26669
Gm37895	0.168346	0.0001	0.328193	1.50965	1.04744	3.79272	0.0001	2.41945	2.80821	3.04766
Gm37899	7.90768	0.0001	10.4554	8.54821	12.7244	8.17566	7.02969	7.89478	12.8706	21.5362
Gm37900	0.0001	0.0001	0.109464	0.0001	0.0001	2.95767	0.0925946	0.0001	1.79417	0.508027
Gm37902	0.0001	0.0994423	2.18739	0.8627	0.087378	0.882105	0.0925946	0.846872	1.63816	1.01595
Gm37906	4.37451	0.0001	6.56197	6.25395	7.76784	13.4948	11.7469	8.70976	12.2466	17.0664
Gm37907	0.0001	0.0001	0.0001	0.0001	0.349212	0.0001	2.58995	0.0001	0.0001	0.0001
Gm37911	0.0001	0.0001	0.0001	0.0001	0.43649	0.352902	0.0001	0.0001	1.17015	0.609612
Gm37914	1.43019	0.0001	2.62485	3.34267	4.01489	3.17532	0.0001	3.14525	1.09214	2.94608
Gm37916	0.0001	0.0001	0.546922	0.0001	0.87288	1.94051	0.0001	0.604937	0.0001	0.914369
Gm37923	0.0001	0.0001	0.593648	0.0001	0.110218	0.501278	0.0001	0.000100004	0.0001	0.0001
Gm37928	10.0949	7.05341	3.71849	1.07835	9.25157	6.35053	3.69988	2.90332	10.2965	7.21266
Gm3793	0.0001	0.0994423	0.656287	0.8627	0.785602	1.05851	0.0001	0.363002	2.5742	1.4223
Gm37930	2.35555	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
Gm37931	0.0842232	0.0001	1.42184	1.294	0.349212	5.73313	0.0001	1.33074	1.71617	2.45517
Gm37932	0.588963	0.0001	0.218829	0.107925	0.43649	0.0883005	0.0001	0.121067	0.0001	0.0001
Gm37936	0.0001	0.0001	1.64057	0.754875	1.48383	1.14671	0.0001	1.69364	0.780131	0.609612
Gm37939	0.0001	20.4253	3.5625	0.359196	3.37099	0.647876	16.738	2.89017	0.149359	4.56238
Gm37940	0.0001	0.0001	0.0001	1.07835	0.261934	0.0001	0.0001	0.0001	0.0001	0.101685
Gm37941	0.0001	5.1659	2.29675	2.37225	3.5785	2.73431	2.21997	3.14525	2.18419	0.0001
Gm37943	0.0001	0.0001	1.04241	1.73595	0.698324	0.945195	0.0001	0.0001	3.35423	0.101685
Gm37946	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.4223
Gm37949	0.0001	0.0001	0.98438	0.539225	0.261934	6.61513	0.0001	0.0001	6.24035	12.1903
Gm37953	0.0001	0.0001	1.42184	0.323575	8.02968	1.58771	0.0001	2.54042	0.858134	1.21912
Gm37954	3.02854	0.0994423	1.42184	1.18617	0.611046	4.85113	0.0001	0.96784	4.75829	3.75876
Gm37955	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.01595
Gm37956	0.0001	0.0001	0.875015	0.8627	0.523768	0.882105	0.0001	1.08881	0.312112	1.62547
Gm37959	1.17783	0.0001	0.793764	2.33657	0.0001	2.11691	5.27229	0.0001	0.678873	4.34869
Gm37960	0.0001	4.76853	0.98438	0.323575	0.87288	2.99892	0.0001	0.0001	1.01414	1.52388
Gm37962	0.0001	0.0001	1.42184	6.68525	1.22199	4.49832	0.0001	1.57268	12.0126	7.11108
Gm37964	0.0842232	0.0001	0.0001	1.07835	0.523768	0.882105	0.0001	0.0001	0.0001	0.203271
Gm37965	0.0001	0.0001	0.0001	0.0001	0.261934	2.73431	0.0001	0.0001	0.0001	0.609612
Gm37967	23.134	3.87445	2.69058	0.323575	1.65838	7.76174	0.0925946	1.93558	1.79417	1.01595
Gm37968	0.0001	14.7028	5.90578	5.607	5.935	5.38033	0.0001	3.14525	4.75829	3.75876
Gm37969	0.0842232	0.0001	1.5312	1.94095	1.04744	4.23372	0.0001	0.846872	1.28524	2.33656
Gm37971	0.0001	0.0001	0.546922	0.8627	0.960158	0.441102	0.0001	1.08881	0.0781031	0.0001
Gm37975	0.0001	0.0001	0.328193	1.22881	1.79999	1.67591	0.0001	0.860337	0.0001	0.0001
Gm37977	0.0001	0.0001	0.328193	0.0001	0.698324	0.0001	0.0001	2.17751	0.0001	0.0001
Gm37978	0.0001	0.0001	1.5312	1.94095	3.84033	1.41131	0.832552	1.45171	2.10618	1.01595
Gm37983	0.0842232	0.0001	0.218829	0.4314	0.087378	0.0883005	0.0001	0.121067	0.0001	0.0001
Gm37984	0.0001	0.0001	0.656287	0.970525	0.087378	4.67472	0.0001	0.48397	7.41039	7.31425
Gm37985	1.34607	0.0001	0.766342	1.31116	1.39655	0.705704	0.0925946	1.94629	2.18419	0.747728
Gm37986	0.0001	0.0001	2.07802	2.37225	5.76045	2.02871	5.27229	4.4759	2.5742	2.13339
Gm37995	0.0001	0.0001	0.0001	0.0001	0.0001	0.176501	0.0001	0.0001	0.156106	0.609612
Gm37999	13.6281	10.3317	2.51548	3.8818	5.57764	11.5544	4.80982	2.17751	2.5742	4.36827
Gm38000	0.0001	0.0001	0.98438	0.64705	0.349212	0.0883005	0.0001	0.0001	1.79417	0.0001
Gm38001	3.19678	0.0001	1.20311	0.539225	1.30927	0.529303	0.0001	0.725905	1.01414	0.0001
Gm38009	0.0001	0.0001	10.171	11.8608	13.0918	6.61513	11.5619	5.08073	1.56016	8.63486
Gm38010	0.0001	0.0001	0.0001	0.21575	0.0001	0.441102	0.0001	0.0001	0.0001	1.4223
Gm38012	14.301	0.0001	1.8593	2.26442	1.04744	9.17295	0.0001	2.05655	10.4525	9.24437
Gm38014	0.0001	0.0001	0.82732	0.338012	0.925757	1.01788	0.0001	0.0001	0.468119	1.32071
Gm38020	11.7774	6.35801	11.7021	10.6748	17.4557	24.8726	15.1692	15.9678	22.855	23.6695
Gm38021	2.94441	0.0001	2.29675	2.04877	2.793	5.82133	0.0001	0.0001	2.4962	3.454
Gm38024	0.0001	0.0001	0.98438	0.0001	0.43649	0.352902	0.0001	0.604937	0.0001	0.101685
Gm38026	0.168346	0.0001	0.109464	0.21575	0.261934	0.441102	0.0001	0.0001	0.156106	0.0001
Gm38029	0.0001	0.0001	0.98438	0.0001	0.174656	0.0001	0.0001	0.0001	1.17015	0.203271
Gm38034	8.83304	0.0001	1.5312	2.62195	6.77036	4.14552	3.14492	4.11299	2.88621	0.711198
Gm38036	0.0001	0.0001	5.68705	7.3322	6.80778	1.67591	0.0001	4.11299	2.4182	2.43815
Gm38039	0.0001	0.0001	1.41584	0.000100012	1.53015	2.43497	0.0001	1.87881	0.771574	1.57605
Gm38042	16.2359	0.0001	9.29608	11.6452	8.46607	32.9871	2.21997	8.70976	34.7895	33.0154
Gm38043	3.86977	0.0001	5.90578	4.52875	7.39974	10.3196	4.16236	5.68557	7.4884	7.11108
Gm38053	0.0001	0.0001	0.240857	0.301206	0.214626	0.00117021	0.0001	0.0001	0.68327	0.0001
Gm38055	0.0001	0.0001	0.328193	0.0348395	1.65827	1.85189	0.0001	0.016803	4.48779	2.03181
Gm38056	5.38901	0.558333	1.47501	0.727177	0.88289	4.26246	0.208	0.272	6.23005	8.90513
Gm38057	0.0001	0.0001	0.437558	1.18617	0.523768	0.0001	0.0001	0.0001	0.936137	3.14925
Gm38058	0.0001	0.0001	0.0001	0.0001	0.0001	2.73431	0.0001	0.48397	0.0781031	0.406442
Gm38059	0.0001	0.0001	0.0001	1.40182	0.0001	0.176501	0.0001	0.0001	0.0001	1.21912
Gm38062	2.35555	0.0001	7.87434	7.97915	8.7279	3.17532	1.11004	4.23396	2.02818	0.0001
Gm38067	0.0001	0.0001	1.20311	1.18617	0.87288	1.05851	0.0001	1.33074	1.79417	0.508027
Gm38069	0.0001	0.0001	0.546922	0.0001	0.242169	0.441102	0.0001	0.0001	1.71617	0.101685
Gm38070	0.0001	0.0001	0.218829	3.8818	3.31666	0.352902	0.462573	4.03066	1.63816	2.53973
Gm38071	0.0001	0.0994423	0.656287	0.4314	1.04744	7.38031	0.0001	0.604937	2.05478	2.6386
Gm38073	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.780131	0.0001
Gm38075	6.05697	0.0001	7.65561	8.08697	13.3536	31.5759	0.832552	4.71783	6.63036	6.80632
Gm38077	0.0001	2.48366	0.875015	0.472579	1.41121	1.67591	0.0001	1.45171	2.4182	3.454
Gm38082	3.19678	0.0001	2.41591	5.28352	4.364	6.70334	0.647562	6.04847	15.6007	11.1745
Gm38083	2.01906	0.0001	0.765651	1.07835	2.26933	3.35172	0.0001	0.242035	1.63816	0.711198
Gm38085	0.0001	0.0885924	0.218829	0.4314	0.349212	1.41131	0.0001	0.0001	1.40416	1.11754
Gm38091	0.0001	0.0001	0.0001	0.0001	1.04744	0.264701	0.0001	0.0001	2.80821	0.101685
Gm38092	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.780131	0.0001
Gm38096	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.01414	0.203271
Gm38097	0.0001	0.0001	0.0001	0.0001	0.0001	0.705704	0.0001	0.0001	0.156106	0.0001
Gm38099	0.25247	0.198785	1.31247	1.294	2.44388	1.14671	0.0001	1.57268	1.48216	0.406442
Gm38104	10.7679	2.48366	6.67133	3.77397	10.7353	6.17413	7.30717	11.492	2.65221	6.60315
Gm38105	6.98233	0.0001	4.48404	1.83312	5.67317	3.96912	3.23741	3.99203	6.55236	5.48571
Gm38106	0.0001	0.0001	0.0001	0.0001	0.174656	0.264701	0.0001	0.0001	0.390115	0.508027
Gm38110	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.01595
Gm38111	0.0001	0.0001	3.71849	3.98962	3.40394	5.73313	0.0001	4.35493	3.82225	6.80632
Gm38114	0.0001	0.0001	0.218829	0.0001	0.349212	0.264701	1.29502	0.0001	2.88621	2.33656
Gm38115	0.841332	0.0001	6.67133	2.04877	4.80039	9.87855	0.0001	7.98395	10.9205	23.8727
Gm38116	3.02854	0.0001	2.07802	3.34267	4.88767	10.1432	0.0001	2.78235	6.78637	8.3301
Gm38118	0.0001	0.0001	0.0001	0.21575	0.174656	0.176501	0.0001	0.0001	0.312112	0.0001
Gm38120	21.1992	4.66919	17.061	8.73392	26.2708	36.4269	16.8341	21.7742	11.3105	11.3777
Gm38123	4.37451	0.0001	0.0001	0.0001	0.174656	0.176501	0.0001	0.0001	0.0001	1.01595
Gm38125	0.0001	0.0001	4.48404	6.68525	5.1495	3.52812	0.0001	9.07266	5.77233	4.46986
Gm38126	5.21574	0.0001	0.328193	3.55832	3.05483	4.41012	2.12748	0.363002	3.31579	4.06352
Gm38128	1.51432	0.0001	0.765651	0.0001	0.87288	0.793904	0.0925946	0.604937	0.0001	0.0001
Gm38139	2.01906	0.0001	0.0001	0.0001	0.0001	0.352902	0.000100007	0.242035	0.0001	0.0001
Gm38142	0.0001	0.0001	0.109464	0.107925	0.174656	1.49951	0.0001	0.363002	0.936137	3.86034
Gm38146	0.0001	0.0001	0.0001	0.754875	0.0001	0.0883005	0.0001	0.0001	0.0001	0.609612
Gm38148	0.0001	0.0001	0.109464	0.323575	0.611046	3.26352	0.0001	1.08881	1.63816	0.812783
Gm38156	0.0001	0.0001	1.42184	0.21575	0.261934	2.73431	0.0001	0.363002	1.71617	0.914369
Gm38157	8.91604	6.25867	20.6138	34.3905	22.1407	18.2071	7.12219	54.6688	7.95642	6.70474
Gm38162	4.37451	0.0001	5.84674	1.80178	5.51836	6.57201	7.86214	5.57648	13.3009	5.25583
Gm38169	1.34607	0.0001	0.0001	0.21575	0.0001	0.264701	0.0001	0.0001	0.624125	0.508027
Gm38177	0.0001	0.0001	0.0001	0.4314	0.0001	0.441102	0.0001	0.0001	1.40416	0.0001
Gm38178	0.0001	0.0001	0.656287	0.0001	0.0001	0.617503	0.0001	0.0001	0.0001	2.53973
Gm38186	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.156106	1.11754
Gm38190	0.0001	2.08629	4.9215	6.4696	2.61844	9.70215	3.97737	3.26622	3.74425	5.89205
Gm38192	0.0001	18.5771	3.00118	3.8818	1.04744	5.82133	6.38223	1.57268	1.79417	3.55559
Gm38197	21.0309	4.66919	0.875015	1.7253	2.88027	4.85113	1.38752	2.90332	1.71617	0.609612
Gm38200	3.78565	15.5968	3.82785	3.98962	2.96755	7.23254	0.0001	4.8388	4.21227	5.18096
Gm38207	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.936137	0.0001
Gm38211	29.8638	26.4252	10.2804	9.4887	17.2811	60.1498	2.12748	10.5243	9.67248	22.6536
Gm38214	0.0001	0.0001	0.0001	0.0001	0.0001	0.793904	0.0001	0.0001	0.117105	0.152478
Gm38218	0.0001	0.0001	0.218829	2.1566	1.48383	0.352902	0.0001	0.96784	0.624125	0.508027
Gm38220	22.2928	8.4442	6.23387	4.3131	3.05483	2.29331	3.88487	5.92751	3.12022	1.82864
Gm38223	0.0001	0.0001	0.0001	0.0001	0.785602	0.176501	0.0001	0.0001	1.01414	2.74291
Gm38224	3.78565	0.496812	0.98438	0.107925	2.61844	3.43992	0.0001	1.20977	0.936137	0.812783
Gm38228	0.0001	0.0001	0.0001	0.0001	0.174656	0.0001	0.0001	0.0001	1.24815	0.101685
Gm38230	0.0001	0.0001	0.546922	1.18617	0.0001	0.0001	0.0001	0.0001	1.17015	0.0001
Gm38235	12.7868	0.0001	1.31247	2.48007	4.97495	4.41012	0.0001	2.66138	4.36827	3.75876
Gm38236	0.0842232	0.0994423	0.656287	1.08315	1.13471	1.59631	3.23741	2.17751	3.66625	0.609612
Gm38240	0.0001	0.0001	0.328193	1.94095	0.349212	5.29213	0.0001	0.121067	2.10618	7.619
Gm38244	0.0001	3.07971	0.109464	0.0001	0.0001	0.0001	0.0001	0.0001	0.156106	0.914369
Gm38246	0.0001	0.0001	0.218829	0.323575	0.087378	0.441102	0.0001	0.0001	0.0001	0.0001
Gm38248	0.0001	9.33828	0.328193	0.4314	0.87288	4.14552	0.0001	0.121067	3.35423	0.203271
Gm38250	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.17015	0.101685
Gm38252	3.6174	0.0001	0.765651	0.107925	0.0001	1.32311	0.0001	0.96784	0.312112	2.43815
Gm38253	1.03724	5.40568	0.656287	1.61747	2.88294	4.7026	0.0001	1.45427	1.48159	2.00503
Gm38255	0.0001	0.0001	0.218829	0.0001	0.43649	2.73431	0.0001	0.604937	0.0001	0.0001
Gm38257	0.0001	0.0001	0.0001	0.0001	0.261934	0.0883005	0.0001	0.121067	1.32615	1.21912
Gm38259	0.0001	0.0001	0.0001	0.0001	0.0001	0.0883005	0.0001	0.0001	0.0001	1.01595
Gm38260	2.01906	0.0001	0.875015	1.294	2.18205	4.41012	0.0001	1.45171	2.02818	1.82864
Gm38263	0.0001	0.0001	0.328193	0.8627	1.22199	7.84994	0.0001	0.242035	3.90025	1.72705
Gm38265	0.168346	1.19221	0.328193	0.539225	0.523768	0.529303	2.12748	0.242035	0.156106	0.0001
Gm38269	0.841332	0.0001	0.218829	0.0001	0.261934	0.176501	0.0925946	0.363002	0.546122	0.0001
Gm38273	0.588963	0.0001	3.93722	9.0574	5.58589	14.906	0.0001	4.8388	28.8612	33.6249
Gm38275	0.0001	0.0001	0.0001	0.539225	0.785602	0.0883005	0.0001	0.96784	0.0001	0.304856
Gm38278	0.0001	0.0001	0.0001	0.0001	0.523768	0.0001	0.0001	0.0001	0.0001	0.609612
Gm38284	0.0001	0.198785	0.0001	0.0001	0.0001	0.0923448	0.0001	0.0001	0.546122	0.812783
Gm38285	2.10318	0.0001	1.20311	0.539225	0.698324	1.76411	0.0001	1.45171	0.546122	2.23498
Gm38287	0.0001	5.96057	0.437552	0.215747	0.523761	0.441097	2.12745	0.846862	0.858123	1.72703
Gm38297	0.0842232	0.0001	0.0001	0.4314	0.611046	1.14671	0.0001	0.121067	3.90025	0.812783
Gm38299	0.0842232	6.35801	1.09374	0.754875	2.00749	2.55791	1.94249	1.57268	0.468119	2.35913
Gm3830	0.0001	0.0001	0.875015	0.323575	0.785602	0.547922	0.0001	0.0001	1.24815	1.01595
Gm38300	0.0842232	0.0001	4.59341	3.98962	2.09477	1.85231	3.4224	2.54042	2.65221	2.13339
Gm38301	0.0001	0.0001	0.0001	0.21575	0.523768	0.352902	0.0001	0.121067	0.156106	0.0001
Gm38302	2.86029	0.0001	0.875015	0.0001	0.611046	1.23491	0.0001	0.0001	4.9923	1.93022
Gm38309	1.26195	0.0994423	0.437558	0.0001	0.523768	2.29331	0.0001	0.121067	3.27623	3.454
Gm38312	0.0001	0.0001	0.98438	0.323575	0.611046	1.67591	0.0001	0.604937	1.17015	2.74291
Gm38318	0.0001	0.0001	0.328193	0.64705	0.087378	3.70452	0.0001	0.363002	3.82225	3.454
Gm38319	0.0001	0.0001	0.765651	0.64705	0.785602	0.176501	0.0001	0.0001	4.52428	0.406442
Gm38320	2.1873	3.2784	0.0001	1.50965	0.261934	1.67591	0.0001	0.48397	0.936137	0.0001
Gm38329	0.0001	0.0001	1.09374	0.21575	0.611046	0.176501	0.0001	0.0001	0.0001	1.11754
Gm38336	0.0001	0.0001	0.546922	1.40182	1.65838	0.441102	0.0001	1.08881	1.09214	0.0001
Gm38339	0.0001	0.0001	0.437558	1.40182	0.087378	0.0001	0.0001	0.604937	0.0001	0.0001
Gm38340	0.0001	0.0001	0.0001	2.26442	1.39655	3.79272	0.0001	1.93558	13.8846	11.5808
Gm38344	0.0001	0.0001	1.64057	2.1566	2.00749	0.176501	7.86214	6.65331	0.0001	0.914369
Gm38348	0.0001	0.0001	0.0001	0.0001	0.0001	0.176501	0.0001	0.0001	1.17015	0.101685
Gm38351	0.0001	0.0001	1.8593	4.52875	1.04744	1.94051	0.0001	0.846872	4.29027	5.28254
Gm38352	4.79512	0.0001	0.0001	0.0001	0.261934	1.49951	0.0001	0.242035	0.858134	2.13339
Gm38355	0.0001	0.0001	0.437558	0.21575	0.349212	0.970305	0.0001	0.363002	1.48216	4.97778
Gm38357	0.0001	0.0001	1.42184	2.5879	3.92761	0.0883005	1.11004	4.4759	1.17015	1.72705
Gm38359	9.08541	0.0001	15.2018	13.0469	10.9098	25.49	1.38752	13.3065	8.11242	14.5268
Gm38365	0.0842232	0.0001	0.109464	1.09224	0.174656	1.67591	3.32991	2.54042	3.97826	5.28254
Gm38366	0.0001	43.7107	10.6084	4.96005	10.9971	9.80537	8.6021	8.46158	4.29027	1.93022
Gm38372	0.0001	0.0001	0.765651	0.0001	0.523768	0.352902	0.0001	0.725905	0.936137	1.52388
Gm38374	0.0001	0.0001	0.765651	0.754875	0.174656	0.0883005	0.0001	1.81461	1.09214	0.711198
Gm38375	0.0001	0.0001	0.765651	0.21575	0.087378	0.882105	0.0001	0.242035	2.26219	2.64132
Gm38376	0.0001	0.0994423	1.20311	1.294	0.349212	1.05851	0.0001	0.604937	1.87217	2.43815
Gm38377	0.0001	0.0001	0.98438	0.539225	1.65838	0.0001	0.0001	1.57268	1.87217	2.74291
Gm38379	0.0001	0.0001	0.875015	0.64705	0.0001	0.617503	0.0001	0.0001	0.624125	0.0001
Gm38380	2.77617	5.56327	7.21815	5.93047	6.63323	16.5818	0.0001	6.16944	6.00634	11.6824
Gm38381	7.82356	0.0001	3.93722	5.93047	5.32406	14.8178	0.0001	2.54042	8.65844	8.83803
Gm38384	10.0949	15.1995	12.6864	10.2435	10.1243	11.378	9.80453	15.121	3.97826	2.53973
Gm38386	0.0001	0.0994423	0.0001	0.323575	0.261934	0.970305	0.0001	0.0001	0.0001	0.0001
Gm38387	22.2086	0.0001	8.74925	12.2921	8.64062	15.9644	1.29502	9.07266	8.81445	4.67303
Gm3839	0.0001	0.496812	0.328193	0.107925	1.22199	0.352902	1.48001	0.0001	0.624125	1.93022
Gm38391	0.0001	0.0001	0.882698	0.64705	0.349212	0.617503	0.0001	0.604937	1.79417	7.64021
Gm38393	0.0842232	0.0001	0.875015	0.0001	0.261934	0.369308	0.0001	0.725905	3.90025	2.95496
Gm38394	212.354	53.7462	151.517	189.544	167.873	121.224	87.161	201.91	187.634	131.016
Gm38404	0.0842232	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.01414	0.0001
Gm38412	0.0001	0.0001	0.765651	0.21575	0.0001	0.0001	0.0001	0.846872	0.858134	0.0001
Gm38414	0.0001	0.0001	0.0001	0.0001	0.0001	0.0883005	0.0001	0.0001	0.702128	0.0001
Gm38431	9.88815	0.0610564	6.2246	2.86391	4.12732	3.4724	13.2532	4.96924	4.31428	0.0855772
Gm38451	0.0001	0.0001	0.0001	0.323575	0.349212	0.176501	0.0001	0.0001	0.0781031	0.711198
Gm38534	0.0001	0.0001	0.0001	0.0001	0.261934	0.0001	0.0001	0.363002	0.312112	0.101685
Gm3854	3.73543	0.0001	1.42184	0.8627	1.92022	1.32311	0.0001	0.96784	1.40416	0.101685
Gm38563	5.88873	0.0001	0.0001	0.323575	0.87288	0.705704	0.462573	0.0001	0.858134	0.406442
Gm38590	0.336593	0.0001	0.311367	0.280542	0.377388	0.0001	0.0925946	0.0001	0.0001	0.0001
Gm38604	0.0001	0.0001	0.109464	0.4314	0.698324	0.705704	0.0001	0.121067	0.546122	1.52388
Gm3883	0.0001	0.0001	0.0401286	0.476984	0.0001	0.0001	0.643327	0.413925	0.389307	0.595002
Gm38910	0.0001	0.0001	2.29675	0.539225	1.83294	0.793904	0.0001	0.96784	0.702128	0.406442
Gm3893	0.0001	0.0001	0.580071	0.0001	0.206156	0.618977	0.0001	0.0001	0.0460608	4.61958
Gm38944	0.0001	4.27182	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
Gm38948	1.43019	4.76853	3.3904	1.83312	3.22939	2.29331	1.665	1.45171	4.83629	4.8762
Gm3896	0.0001	0.0001	0.437558	0.323575	0.0001	0.617503	0.0001	0.0001	2.73021	1.11754
